	baseMean	log2FoldChange	lfcSE	pvalue	padj
RPL4P4	422.6962226429789	3.063226125781585	0.8027952226841649	7.687445831559912e-06	0.00011647112857230854
GGT6	5082.025844718406	-1.3532116756923356	0.32897578280866174	7.682989639648071e-06	0.00011647112857230854
PLCG2	649.0473689523659	-1.5574285163062918	0.38579381763637194	7.729848309458537e-06	0.00011700660797194087
MAT1A	86.28691431740194	3.476788956416585	0.9243350644365169	7.75424294576335e-06	0.0001172687744763025
TROAP	405.06327818611527	1.529543443533151	0.3760893627928391	7.781098535703562e-06	0.00011742187678469038
ATP2B4	5530.206827418389	-2.6914734374912848	0.6992662535598304	7.78561946222472e-06	0.00011742187678469038
PPP1R14D	1913.003198745764	-1.9077655188304812	0.4807617865395949	7.816286213871277e-06	0.00011777722181356039
RP11-126L15.4	33.13785071677532	3.092680236365961	0.826064373446533	7.874702748501836e-06	0.00011854968034188731
AC073283.4	102.08022325618136	-2.3920730764510236	0.6059222264602184	7.946278008997277e-06	0.0001195186551716242
RRS1	1005.288068130882	1.2848127325726895	0.3108497161974992	7.956914881416517e-06	0.00011957013976380668
ATP2A1-AS1	21.355442746832857	3.0285933461284396	0.8050018791171762	8.008585863413859e-06	0.0001202376002591347
THEM6	2302.3938786710264	1.3555594254857664	0.32967329331833095	8.189785551962401e-06	0.00012262483787152376
SNORD104	53.995046132824115	2.7521897607559236	0.7254247155265897	8.186682590252866e-06	0.00012262483787152376
AC007191.4	55.955459531138615	1.582589330757516	0.38955031673352175	8.180834669562492e-06	0.00012262483787152376
MRGBP	1114.9549414270296	1.7744423744173212	0.44327434700433865	8.234337074230845e-06	0.00012318062906622405
ALDH3B2	37.348672134452585	3.914988717515011	1.0468717666915845	8.459885677281767e-06	0.00012640688677692616
SYNE1	1108.895354746236	-2.052065417061142	0.5223574433774235	8.465257576011345e-06	0.00012640688677692616
MT-RNR2	250540.5283649231	-1.495917779062101	0.38533832780116833	8.546001962231465e-06	0.00012749773404499237
ANK3	1471.381848515367	-2.0221080981665205	0.5146724874874651	8.62328348029993e-06	0.00012841951813654209
TP53INP1	1056.3210858202704	-1.236532957576077	0.2992319246564856	8.618402364501422e-06	0.00012841951813654209
C20orf194	443.97606543516235	-1.9681316383771124	0.49991659724198584	8.768253025092995e-06	0.00013046121534193573
SLC23A3	252.71083610703235	-3.4832187893684434	0.9257992098181594	8.875112611518466e-06	0.00013193272783490454
RP11-160O5.1	77.21641688859593	-1.500919273470512	0.37571278546567627	8.930109167290465e-06	0.00013263132567010704
CBX4	1302.1507090318817	1.9705231852951095	0.5002729667307739	8.938135375912886e-06	0.00013263168653156318
ITGBL1	124.70062352477585	2.548960919868845	0.6660393562028758	9.024470789226961e-06	0.0001337930262356323
C20orf195	29.373711389294055	2.5310787392595695	0.6672582983084693	9.109568823363463e-06	0.00013490965329403715
SKP1P1	45.20862720147389	2.845262562196754	0.756614636972458	9.116067070245647e-06	0.00013490965329403715
KRBA1	99.66676467564432	-1.6387925509122698	0.408168268028335	9.127999282628188e-06	0.00013496573426365942
RAB36	278.33337998512536	1.93340692926491	0.491719450426603	9.191364071141064e-06	0.00013578151468731118
PROX1	856.564395806995	1.9724539241570354	0.5014241912727934	9.226440922151806e-06	0.0001361783243852771
TRPV3	302.0451433064982	-3.4386331378955663	0.9185943003211884	9.301769252692562e-06	0.0001371679940955331
B4GALT1-AS1	60.67900036810196	-1.4269127510332844	0.3510533024106866	9.374232501167187e-06	0.00013811369218386322
RP11-82L18.2	17.78443817869534	2.2545448701485147	0.5814057912464438	9.483244971148332e-06	0.00013959572415344902
ADHFE1	71.49693016674745	-2.33721514020282	0.6028167224122993	9.52817475754712e-06	0.00014013265004999425
UCA1	295.0425115473521	2.921882925966904	0.7720825654038643	9.585799301075958e-06	0.00014085516260224648
MT1H	1719.9967376893899	-3.4811089735319434	0.932516091542316	9.646467401516658e-06	0.00014162107810464003
AP006285.2	31.257719603497208	1.775658921787087	0.44334255534103356	9.720913880662457e-06	0.00014258774121414178
SLC13A3	92.95844980830749	3.2820612970331897	0.8781746493504978	9.754195307035015e-06	0.0001429494139824097
NAA10	2312.814734423643	2.3037762657548244	0.5965025662761327	9.817208516432566e-06	0.00014374578724370122
SUV39H1	651.1292305755661	1.7175567141522456	0.43258741893727864	9.950611243540005e-06	0.0001455705042909758
TRIM9	98.84998093152477	-3.289056666057726	0.8662809601350994	9.984421840224643e-06	0.000145936324516511
RCN3	876.2471313951185	1.3968813239491136	0.34527829843746993	1.0048384009288046e-05	0.00014674181934268667
SOCS6	1557.555951499543	-1.728874876979416	0.43753519994111395	1.0143600768253586e-05	0.0001478921965582321
HNRNPA1P26	43.106369627475964	2.4181488150507198	0.6318422166166517	1.0145003166618997e-05	0.0001478921965582321
DSN1	609.0048701881909	1.0368896872364528	0.24839131549902563	1.0168558548141605e-05	0.00014809307249489295
COLGALT1	4363.874152673541	1.036706114182312	0.2514841864677625	1.0176652161187516e-05	0.00014809307249489295
RECK	306.6903972928548	-1.3606401609831813	0.3366753196625255	1.0226902211952921e-05	0.00014869377558168393
CEP85L	96.51027213338143	-1.6452595474045808	0.4156730142661581	1.0355224725757676e-05	0.0001504275633912651
ERP27	101.07428925998327	2.9878629894429123	0.7912602837100869	1.0497680878557297e-05	0.00015236345057976114
ZNF121	789.2459638717409	1.3926383668561741	0.3443458330782813	1.0535432013910958e-05	0.00015277759022797385
PPIH	1036.1818402350782	1.3468440979758518	0.33235749641947193	1.0726971826068633e-05	0.0001552834567834826
LDLRAD3	363.34920651256795	2.1745737264509453	0.5642146924937103	1.0771990824340734e-05	0.0001557990819489072
BTG1	4707.611382141031	-1.132516162780913	0.2755875476667284	1.0782102416499143e-05	0.00015580937014252248
PDE9A	3134.153632730698	-2.011159867029564	0.5207271826702762	1.0878676349601925e-05	0.0001570679969465609
DNAH14	94.99069432197368	1.7118309539226084	0.4334452810029061	1.0896950769377931e-05	0.00015719491645120904
EIF2S3L	66.63498655256468	1.9846898002209241	0.5168470972038561	1.1004598767436107e-05	0.0001586097604958726
NEURL1B	3837.064797541904	-1.204871587458836	0.2952147489922475	1.1168143143539589e-05	0.00016082708306183204
UST	146.69570775951752	-2.2331622124153965	0.5763564760938161	1.1185094794169046e-05	0.00016093137692131245
MEIS2	370.8645297837618	-2.5642932083425323	0.678394474082999	1.1382191707056953e-05	0.00016362517566736253
THY1	2474.9648123466336	1.7969111559118511	0.4583006818142276	1.140674444088804e-05	0.00016383603908814493
XPO5	1676.568514557232	1.036900048014864	0.25056813787395715	1.1519573892799994e-05	0.00016531336560446746
EPAS1	7120.7921008151025	-1.417185121530489	0.35633111216223884	1.158337947220164e-05	0.0001660852203734794
NLGN4X	122.8977460741979	-2.6779222650439376	0.7059975444204825	1.1600537955895287e-05	0.00016618748195243246
RP11-29G8.3	122.66050161780079	2.448583651143037	0.6505297334009162	1.162945238694092e-05	0.00016645783533121393
TCF7L2	2209.1986161955874	-1.0091524646177679	0.24286474422212978	1.1647718573952542e-05	0.00016657277913714635
CTD-2396E7.11	645.4896703497712	-1.4808760063293003	0.3715483642056648	1.1682927809787496e-05	0.00016679115283998943
NDUFV2	281.64428251437346	-1.340850134113618	0.3349067256291138	1.1716722129163754e-05	0.00016712966376152257
NOD2	168.87579831170356	1.908824493280803	0.49226888524551116	1.1829913526144704e-05	0.00016859915451061778
SNRPF	2214.4662695037214	1.9680575633538555	0.5080741920938322	1.1891461976090307e-05	0.00016890926117287526
SEC23A	2922.7170902628027	-1.4349772086648893	0.35966404903246435	1.189024024261606e-05	0.00016890926117287526
TPT1P9	131.46598104310837	3.0868406944432527	0.8356420616319089	1.1882387623863824e-05	0.00016890926117287526
CAP2	445.0577474610239	-2.497373968892257	0.6612102552249449	1.1892434859049497e-05	0.00016890926117287526
MPP2	129.6311358640388	-2.0278072804420413	0.5249002466760284	1.2016119456756534e-05	0.0001705198458867633
GPR128	809.7798338218433	-3.1906375973868584	0.8677376798255142	1.202758836136103e-05	0.00017053659289098297
PSMG1	1249.7565698060373	1.4444769266637323	0.36219590697799103	1.2173876443783048e-05	0.00017246324962025982
CPNE1	7469.813727833319	2.280108542316987	0.5991090165453292	1.2184475441069846e-05	0.00017246599524827727
LINC00114	42.49543841788314	2.545991632457471	0.6732231839252485	1.2374265781512496e-05	0.00017500294823256793
SLC43A1	782.6584952058338	1.2999234123548213	0.32296559529811825	1.2425972395546064e-05	0.0001755843925457596
KRTAP5-1	26.240748292488288	2.3518562868333404	0.616432976987847	1.2441363591231379e-05	0.0001756521307705793
JPH2	760.1600993170231	-3.1731057463474266	0.8627836554661863	1.2537841452956602e-05	0.00017686359326191974
SULT1A1	2027.7881194153433	-2.0448597864094906	0.5360463363258989	1.2624662718422647e-05	0.0001779368916308294
BRICD5	99.26865203554487	1.8675048777743013	0.4860499382819577	1.2637523242787544e-05	0.0001779668205175901
PFDN2	2166.9195397772155	2.183521129073299	0.5736724897383537	1.2683651489268129e-05	0.00017846479069152737
TRAIP	272.82422833029955	1.715899727768681	0.4395026126605186	1.2765735854209765e-05	0.0001794674060928981
AC012146.7	19.26051757856693	-1.8525687925848724	0.46845378229729073	1.2797552041740797e-05	0.00017976222465411332
ALKBH2	452.45321550276054	1.5300542536394646	0.3880028377706415	1.3015418554348546e-05	0.00018266770748376557
MRGPRF	1223.5046582685866	-2.3396330423995866	0.6225269733132237	1.3077509222638252e-05	0.000183228838009492
FUT1	176.25644831119442	2.1414932273545797	0.5618448347438789	1.3072654970261483e-05	0.000183228838009492
KIT	480.8612753032135	-1.8835157175429507	0.48786746207518966	1.309387204870159e-05	0.0001833031496682676
CASP5	351.6831706185085	-2.6367813536666254	0.7096964037729946	1.3172602844737268e-05	0.00018411733205304012
ZNF469	237.6746818539936	1.8731348268197003	0.4842218650398738	1.3174247711306521e-05	0.00018411733205304012
TFDP1	4907.523564065134	1.464708047068834	0.3674736374339968	1.3218404911494406e-05	0.0001845788217422239
STC2	250.91051221597	2.5590250017363303	0.68459866943048	1.3242599818200755e-05	0.00018460562824783644
HSD11B2	13330.963209988211	-1.7362391496449647	0.4513197834506167	1.3232068401892579e-05	0.00018460562824783644
AKAP13	4466.258947966441	-1.1766057930896174	0.2911568476134368	1.3420975792383295e-05	0.00018693501996533876
XDH	2660.6673562230744	-2.232536799066473	0.5922986638074118	1.3488161310632898e-05	0.00018771307617442508
BFSP1	57.92435685738229	1.542395358636762	0.39403890281925713	1.3514973995258183e-05	0.00018792843453976877
ODAM	42.20838968292159	2.5352080097215337	0.6751210864235367	1.3535083690883245e-05	0.00018805030358456815
WBSCR22	3200.397150312535	1.3512839875739868	0.33837525924394185	1.3590091172547709e-05	0.0001886564164028294
GPR3	18.444914573417716	2.1206054239035472	0.5552040952713765	1.3657560676116884e-05	0.00018943436670011492
TMEM220	767.4150835438742	-2.947037738174658	0.8061867834459131	1.3693834325971938e-05	0.00018977868223493718
TTLL6	188.3227535304513	-2.7417508263785635	0.7340395882897754	1.3895810930209466e-05	0.00019241693080051956
NACA3P	120.24696461	1.8305829404784058	0.4769020149913831	1.407373382110963e-05	0.00019471797836802346
E2F4	3461.3298842727445	1.0340434999242378	0.253895850684065	1.4295991067788301e-05	0.00019762806667939208
CARS2	2549.053690231571	1.436849947541343	0.3626660549632733	1.4452025519480221e-05	0.00019961860248782055
CHAF1B	348.508462276311	1.516858327416999	0.38648775704293364	1.449358978208826e-05	0.0002000260205146652
LMNB2	6127.153769915454	1.7738671831834465	0.4594833796152081	1.4509460416630786e-05	0.00020007845790819906
DIRAS3	23.735925320618986	-1.8716703534662866	0.4816253596445824	1.5053360295892228e-05	0.00020740602402694405
LGALS3	35251.55274651337	-1.457715461079948	0.3717048963044427	1.5178067615595075e-05	0.00020877715413152563
MPP5	1497.0467883707217	-1.6312890757094294	0.42070473140303793	1.523582204489557e-05	0.00020939780298021897
NOM1	836.5178453516191	1.0742029652034701	0.2644266186916036	1.5313429371669283e-05	0.00021029005123066974
OTUB2	122.60370986005469	1.9457140825565522	0.5133590712335173	1.5529418611266212e-05	0.00021290331967058516
FEZ2	1258.9469844375733	-1.3019083941704266	0.32777971155566815	1.5567002879781576e-05	0.00021324220886973522
SLC6A14	143.00783236299117	3.255993850509085	0.9062910702741591	1.560897245628662e-05	0.00021364056025016573
BDKRB1	98.97301246880681	-1.9005555715198865	0.4990652667262997	1.566912083946716e-05	0.0002142868629654853
CENPI	130.03222100631223	1.3906231177734247	0.3514032638064297	1.579348683280818e-05	0.00021580959954970783
CENPN	387.2731223957222	1.4996984856839508	0.3848079091918094	1.5883825790586116e-05	0.00021686524915894966
EPHB4	4857.541728830018	1.6110530304670043	0.4154571811572726	1.5918054237925612e-05	0.00021715370287540495
CHGA	4769.391402865266	-3.2372978140954785	0.9011572731420235	1.598980580145338e-05	0.0002179235583732579
GNG11	453.6752521957337	-1.445601625795385	0.3680297882015703	1.60007825363653e-05	0.0002179235583732579
FAM189A2	110.24917373096186	-2.402446947476796	0.6443941507824186	1.6111436095640182e-05	0.00021889102728298035
PARD6A	481.09802983701087	2.3433410312176592	0.6309284047638559	1.6111243384351158e-05	0.00021889102728298035
BID	1619.6738760685007	1.4994981166807488	0.3844382753104342	1.610487372033068e-05	0.00021889102728298035
MT1M	1358.8798645910601	-2.796883047383633	0.7679692820995793	1.6140221076947982e-05	0.0002191025097054978
TAMM41	305.2264290198343	1.1484941738637848	0.2851952919826002	1.6220388428702577e-05	0.00022001058772974243
DYRK2	3436.553869665069	-1.313697466236632	0.3352097380155134	1.6317561710194386e-05	0.00022112509858324792
TP73-AS1	243.0211917083733	-1.6503780990311692	0.4273496433092584	1.6329238049224463e-05	0.00022112509858324792
TAGLN	25909.0250612518	-2.624952781079806	0.7217338801403674	1.6355429271073395e-05	0.00022125989055047163
SYT7	1622.3406138330306	1.6784815879018018	0.43471043013017163	1.6365889943582396e-05	0.00022125989055047163
KIFC2	561.9296752856726	1.6465424113079872	0.4256254364200656	1.642017547947814e-05	0.00022181288392204574
REXO2	1445.0908834487304	1.138461171028926	0.28373640141502443	1.6461065576974874e-05	0.00022218417095957535
ANKS6	1187.605484814269	1.1743020555527015	0.292883550780991	1.6474536045396715e-05	0.00022218505691818597
RAB37	289.72479482091313	-1.784326884075909	0.46770138045206655	1.651840185192186e-05	0.00022259553715089824
FBL	7934.524469689796	1.7404114587048753	0.4534189364065772	1.6537467529600996e-05	0.00022267142510409138
TAL1	66.19949174419634	-1.3907073192329298	0.35195969845810177	1.657911280763636e-05	0.00022305096979429598
RP11-153M3.1	42.17362048155471	3.4025447630440584	0.9560635671601492	1.660574447888116e-05	0.00022322807359079905
SIGMAR1	4441.890889122627	1.4502869501210514	0.37022279234813044	1.6736284086455258e-05	0.00022480057433792213
B3GNTL1	192.74081404711941	1.8977381952061456	0.5028832603622351	1.6786009072061775e-05	0.00022528591123030276
ADRB1	44.80475305570248	-2.5177606746192445	0.6706035617867039	1.6848333563962986e-05	0.000225939424613824
RPL35P2	255.5203577698588	4.957895718803924	1.433408114903382	1.693456598117737e-05	0.00022691223212450678
NPM3	1034.3938306674856	2.0577099641572567	0.5486906661486045	1.7031314313128198e-05	0.00022802426069474952
EML1	840.130609592814	-2.4918976161238287	0.6782369529220705	1.70807607753399e-05	0.00022850170286622989
RP11-465B22.8	358.74077650958316	1.7898605101701535	0.4708302378459464	1.7296643118598776e-05	0.0002311810331728496
MFAP4	4129.12471921842	-1.853078744325389	0.4900299013314921	1.73089388939672e-05	0.0002311810331728496
SLMO1	73.69050872576568	1.670667388484676	0.4371744346720281	1.738721001729862e-05	0.00023203945735646104
SNHG11	400.07419746961824	1.5194274078955352	0.39208809160411806	1.7521814974808925e-05	0.0002335368161063884
PPP1R13L	1344.9594960437944	1.470106280794381	0.3770603170515091	1.7527589697517173e-05	0.0002335368161063884
GRM8	461.38025609527045	3.1541712240318285	0.8774622695032623	1.7591313270876696e-05	0.00023419760438938252
TRPV4	65.41974900811877	1.8609928598384593	0.4935298493142606	1.7702454662725062e-05	0.00023548811078223747
JPH1	647.6020103418834	1.7841038555698956	0.4681546845855601	1.776941688189284e-05	0.00023618932222724444
CD209	597.2531077517791	-1.8993963638706064	0.5038697528791967	1.779145551773506e-05	0.00023629276859491876
RTEL1-TNFRSF6B	173.1202862821303	2.6049216632386725	0.7168581726131344	1.7899351817146456e-05	0.0002375354334421157
DNMT1	2976.823280105209	1.3546019544520893	0.34379975538239355	1.7942018980958476e-05	0.0002379111716875094
ITGA11	836.2789543547616	1.6274797786130397	0.4230636881842444	1.802393082050664e-05	0.00023880627765779182
RPS21	59860.532879928636	3.127717369593396	0.8700593294185648	1.8130365461088852e-05	0.00024002460664340874
LYPD3	89.09692046827168	1.700346040194196	0.4476223708736256	1.82017234586002e-05	0.00024077698828914472
ARHGAP15	155.3548833791062	-1.335440728196402	0.3406322974210392	1.835748794864893e-05	0.0002426438299432664
EXOSC7	1338.909046474963	1.7151649477838888	0.4485132080571871	1.8425182413176975e-05	0.00024334454063618195
NUDCD1	653.5686185781896	1.39829713749936	0.358638386415233	1.8542614285707428e-05	0.0002445058327649965
KCNAB1	80.41749937922951	-1.8361449725943226	0.4801683385622137	1.8611878783466543e-05	0.0002451973962453485
CCNDBP1	1599.967717058464	-1.0506873700593864	0.2617894410065965	1.8624646870159502e-05	0.0002451973962453485
MOCS3	749.3550532584811	1.3404226435804028	0.34212453879639076	1.866238224772408e-05	0.0002454991950444656
CERK	2230.4694947673624	-1.2367774882940632	0.3158173423154349	1.869319124303818e-05	0.00024557190922985995
NPHP4	496.4163920792496	1.1804067372632734	0.2974339738766025	1.869754144483157e-05	0.00024557190922985995
CLEC5A	43.631014776798125	3.2297825484154328	0.902854230395488	1.899197550869287e-05	0.0002492414838136059
MATN2	3710.6308349373508	-2.1271150940060632	0.5756029270337032	1.913185305363566e-05	0.0002508785319335531
FTH1P11	18.805374779968336	-2.097273634818859	0.549586525073291	1.9164145156616437e-05	0.0002511033248781956
HNRNPKP4	85.91352175350829	2.873147725686843	0.7942972339247768	1.9198858765756672e-05	0.00025135946606825977
EIF3B	10682.126166694441	1.504034176417594	0.3865560935782823	1.921998955094864e-05	0.00025143751129200767
ULBP1	9.824139174375713	3.12887231877325	0.8713073995883784	1.9263755437224056e-05	0.0002516128813018036
RP11-267J23.4	114.25669151099284	3.087828930202016	0.8718620933548811	1.925929020692227e-05	0.0002516128813018036
PLXNA1	2131.0879746801133	1.2710946315535219	0.32295448805612686	1.9288844377769682e-05	0.00025174220122955315
RP11-783K16.5	56.74550940350516	2.217000995794209	0.601747231618131	1.946185836119027e-05	0.0002536147976961513
SYNGR2	11868.668523934432	1.190093109566696	0.30044140405040043	1.9462927461206906e-05	0.0002536147976961513
DNAH2	60.11013402869386	2.0981475150925406	0.5650065254809131	1.9552043560804166e-05	0.0002545759010371791
FBXO32	3898.50060967396	-2.296112565447676	0.6305215001041294	1.9635849350208015e-05	0.0002554664073624002
GNA11	11369.204197794203	-1.5414955913093673	0.4080777297275685	1.9711643124466898e-05	0.0002562513606180697
RUVBL2	5550.93945089335	1.7774786096555755	0.4685255621561508	1.9749546719884026e-05	0.00025654289724300766
NACAP1	26.18703195740461	2.441247579092309	0.6850202460885454	1.9776888022041645e-05	0.00025669688251005505
SGPP1	562.5878259435706	-1.1901039532514104	0.3014372254635375	1.9823098882906705e-05	0.00025709535523018673
TEK	351.6789798960944	-1.2072883140587793	0.3054623135448363	1.9896043492444242e-05	0.00025783965667495177
KIAA0513	1232.5787862688405	-1.7020735106689218	0.449853572655695	1.9973374890507797e-05	0.00025863960063294276
ASCL5	13.521812101423137	2.988444596012724	0.8379614484017139	2.0058884659889774e-05	0.0002593416639919446
CHRDL1	1168.699979809995	-2.677103742731182	0.7437812158958768	2.0306163187710227e-05	0.00026233410353569523
CPLX2	128.42507445959882	-1.8448369010207628	0.4862643167053357	2.038227825792485e-05	0.000262703158728697
BRCA1	520.7284335496201	1.3606669432572795	0.350020076404462	2.037909694930864e-05	0.000262703158728697
SNPH	207.3373925866153	-1.6486091887933152	0.43483273751006835	2.0379939005150287e-05	0.000262703158728697
SGCB	1366.0938462197394	-1.2190374510907582	0.3100737737480129	2.0533053939407274e-05	0.0002644408461893361
CLEC10A	348.66800642157284	-1.9639950750173336	0.5324335154970594	2.061378907369692e-05	0.00026527449836686836
RBM28	863.5096272302417	1.042290146186927	0.26044969534131296	2.0809471425427087e-05	0.0002675849409437191
BCL2L12	729.3670592281753	1.6150715379117462	0.4231856225485092	2.08664605244454e-05	0.0002677890124561865
PAQR5	1642.3117594323166	-1.6670902852798308	0.4418846751023878	2.0873810201713e-05	0.0002677890124561865
B4GALNT2	2414.4289283850458	-3.6031771721513004	1.033818078047238	2.086850877183073e-05	0.0002677890124561865
UBE2T	474.2654210334497	1.6171569290734964	0.42481492305764484	2.0901760219627807e-05	0.0002679401977110061
ZNF343	374.5030511724969	1.1708068497502941	0.2968069326241219	2.103628196922151e-05	0.0002694562392889077
AFF3	205.15714462183513	-2.4146292288983915	0.6647627469838154	2.1245286997478867e-05	0.0002719232679407044
RP11-384L8.1	83.56804198629942	1.0278189659343029	0.2580451705786193	2.1434952125159512e-05	0.00027413914465626457
RGS10	576.380563259275	-1.3208257955993132	0.34231077626486983	2.1544943477378955e-05	0.00027533341413843963
FEZ1	280.49474888142373	-1.5083022569867979	0.39345817539773675	2.1563083585228775e-05	0.00027535293561260934
NTMT1	791.6292680956426	1.4132440043020928	0.36624255395531746	2.1703112126810897e-05	0.000276927700925243
RP11-293M10.6	53.39167176534104	-1.7662586296197742	0.46282577696429295	2.1892039754734105e-05	0.0002791235068728598
FOXP3	105.39993325641102	2.137127319542519	0.582551884985235	2.2012024896474373e-05	0.00028043759620220043
GARS	3477.403223840867	1.0868792305875594	0.2730401767139384	2.2148329355269273e-05	0.00028195741863562844
TRHDE	175.88435040596298	-2.81514552656622	0.7858569035860586	2.264483441238375e-05	0.000287835989559249
MIR503HG	23.704314330128007	2.5198578596194086	0.7016722178124668	2.263537597279563e-05	0.000287835989559249
SNRPD2	6369.930099248399	1.7040187631875152	0.4513763155146512	2.309956696062176e-05	0.00029272492941253533
CTB-33G10.1	105.48455050620989	3.2351895715459436	0.9260718166816088	2.3100103026943966e-05	0.00029272492941253533
MACROD1	1841.851146524805	2.046958821893958	0.5543501858306478	2.3074740721705428e-05	0.00029272492941253533
CCT7	9643.861439994424	1.1756786563097634	0.29881776042962643	2.325721716812509e-05	0.0002940414756381948
PTP4A1	8659.657015033035	-1.073442774726569	0.2719285818521343	2.3254210807945496e-05	0.0002940414756381948
ZNF821	106.76256593821527	-1.3561032374003257	0.3525895149139085	2.3312510241409426e-05	0.00029451589729524486
ARL4D	232.75604675675353	-2.2676726090439314	0.6268098398133851	2.365852444707892e-05	0.0002986595907923329
HSD17B10	4456.4976477566415	1.9258202660832326	0.5176054521144398	2.3919312941457794e-05	0.00030172192694418793
RP11-529H20.3	33.67376402515955	2.267076842393963	0.6350054273280294	2.3971056277301526e-05	0.0003021446827348082
S1PR1	591.8251269496882	-1.0007048807537924	0.2522338561147567	2.4021666310098783e-05	0.00030255252210477764
GPRASP1	257.53659330622605	-2.3021441396368205	0.6336298193988699	2.4328015260039348e-05	0.0003059460189189318
TNS1	13036.565885130432	-2.6844996608271505	0.7582225628614698	2.4368485402884477e-05	0.0003062226274092572
RCC1	2102.2633867550066	1.3305343216275438	0.34440384029290433	2.4514654813789884e-05	0.00030759303825781027
NHP2	1846.951112680619	1.4192400691745932	0.3713012125931148	2.450489518740626e-05	0.00030759303825781027
SLC3A1	1753.9051534166217	-2.693382430316623	0.7630582404909163	2.4537936099346054e-05	0.00030765226236509894
MSRB3	1964.2251051018923	-2.5503947136155958	0.7162264427318218	2.4564778999238194e-05	0.0003077560180743561
APCDD1	2351.5852107064325	2.398407211756613	0.6663620416329106	2.4592736468464078e-05	0.00030787357021509976
MPG	1440.17242911655	1.5950854191954045	0.42203616541550343	2.483419840530957e-05	0.0003106617649569857
CSTF1	1349.7542155119581	1.2556521309324122	0.32404907733957267	2.511590390395497e-05	0.0003139487987994371
SPHK1	323.5859456102735	1.5662889181264303	0.41620216996887943	2.517703006394689e-05	0.00031447571462691763
ACADS	5355.914470151831	-1.913762707761434	0.5263128719398544	2.5303007834345604e-05	0.0003158112611854506
THRB	612.342209884592	-2.3731325596216837	0.661484783996254	2.540957902314303e-05	0.00031690276321188544
LINC01124	43.152527513070176	2.2827902073119293	0.6333171191519967	2.5475067497150524e-05	0.0003174806344099774
ZMIZ2	5601.974596525166	1.432542092260376	0.3748129805984851	2.5758370501601814e-05	0.0003205943541403684
PLCB4	3895.771279932551	1.934113766776154	0.5249174482965631	2.5763600586121912e-05	0.0003205943541403684
TRIM28	15399.086601558904	1.4591743850561472	0.38330847478494207	2.5872428791905356e-05	0.0003217070571836694
COL4A6	89.38883889276042	-2.1207574206700164	0.5779081906092391	2.5893882456423355e-05	0.0003217324600563846
NCAPD3	1140.2566267175932	1.127194500018521	0.28792163361265505	2.5945949552425594e-05	0.0003221379129823627
SLC46A3	1967.334782715267	-2.3386946187643836	0.6532416725928648	2.602629062553639e-05	0.00032289353826217494
HSPA2	1997.3653647020183	-2.0757255652271	0.5730405001586822	2.6094059277714306e-05	0.00032349217092603937
DCLK1	229.57363054224754	-1.965454951189746	0.5381808792348419	2.6206882791505383e-05	0.00032416349423074756
POLR2G	1783.6652749248592	1.3248423554642816	0.34267479017286023	2.6193426103489666e-05	0.00032416349423074756
RP11-677M14.3	45.72623607807519	-2.2808853982798167	0.6244376156039325	2.6196233340615227e-05	0.00032416349423074756
SHMT2	4079.9633925494195	1.4879677889372651	0.3906315567587987	2.626946814857425e-05	0.0003246953277871873
KBTBD11	1760.4944115985095	-1.5598369330462523	0.4156090115573084	2.6317695706238324e-05	0.00032504903601408364
PSRC1	291.09686817296654	1.5089309255457242	0.4003956917380641	2.6572414588735395e-05	0.0003279506863799622
UBE2S	1070.0500526146252	2.10875942483705	0.5811593992485037	2.6600384525705442e-05	0.00032805161719759505
MCM3	4039.6369138419623	1.2550455241438299	0.32441443333867215	2.6626425293285844e-05	0.0003281286239674445
RPL24P4	395.0776042085399	3.0090626124290196	0.8630460536857131	2.670207037346034e-05	0.0003288163569391569
SOWAHB	737.3383701790094	-1.2823003771632786	0.3331664060933584	2.6930955680319774e-05	0.0003311428712175818
C9orf43	16.920732847331823	1.8697541183339486	0.5035183550981706	2.7102029807804942e-05	0.0003329993655036078
SLC28A2	1948.025118604927	-5.053415059779756	1.5417820218358345	2.7205462475979328e-05	0.0003340226226217462
PPP2R3B	454.3663332529658	1.8113602280034007	0.49154886105277557	2.730244486196105e-05	0.0003348595767205269
TWIST1	86.24649129043881	2.3826489631678545	0.6714301594009984	2.7314036061909646e-05	0.0003348595767205269
TFAP2A	101.1851738569927	2.23816566659169	0.6253930279978892	2.7341710964704848e-05	0.0003349511154767057
LHX4-AS1	1431.5340416417848	1.694948119462829	0.45517290362605334	2.7477645279842246e-05	0.00033636777733632586
RP11-723O4.6	20.738387542503382	1.9341767243721635	0.5265403471696567	2.752991568253889e-05	0.0003367589316886215
RAB11FIP1	4714.010930307646	-1.347383223190586	0.35809782203804086	2.756655522918708e-05	0.00033695844610897923
HS6ST2	216.79408109397727	3.1972924048464226	0.923161490806152	2.7710508307210658e-05	0.00033846844155638664
VAMP2	1798.80290025407	-1.1850495875103422	0.30660219435636105	2.774954973721372e-05	0.0003386957193625312
ULBP2	11.717076332165533	2.648682010010745	0.7743504396554949	2.8013309183539347e-05	0.0003412125825255039
CRYAB	1033.4490117700218	-2.088879374090203	0.5811232876080461	2.8017515826076063e-05	0.0003412125825255039
CALB2	362.90887500106436	-2.366475170006082	0.6659756961816549	2.8006338355312568e-05	0.0003412125825255039
